Title;Company;Location;Date;Link
Analista Funcional (A) [307];Axians Portugal;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-a-307-at-axians-portugal-2701150746?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=b%2Fh08QyX1rT3dXOF%2Ftblfw%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-%3F-lisboa-at-ankix-2718223654?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=DHk8egwxuPucGvTThYH6gw%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional 2021-NRE-820;Axians Portugal;Alfragide, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-2021-nre-820-at-axians-portugal-2711323805?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=IMyFA2rgGaGaWwA5Ty6Qvg%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista de Risco / Risk Analytics - Banca;Michael Page;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-de-risco-risk-analytics-banca-at-michael-page-2713846437?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=FG0dr8zWjQ2xjKF4NWBilg%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista de sistemas (M/F);Instituto Criap;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-de-sistemas-m-f-at-instituto-criap-2718284673?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=AvNSyDVqB%2BSrkH2fuJE1oQ%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista funcional;Match Profiler;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-funcional-at-match-profiler-2719937770?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=N%2FVpU%2FKNsfrMsUwMq3%2Bi9g%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Dados (m/f);HCCM Consulting, S.A.;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-de-dados-m-f-at-hccm-consulting-s-a-2718257487?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=LprSwa3s%2BHNzoI17pzy4Rw%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Analista de Logística;OGMA - Industria Aeronáutica de Portugal, S.A.;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-analista-de-log%C3%ADstica-at-ogma-industria-aeron%C3%A1utica-de-portugal-s-a-2721523304?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=cpEofVguRjLajBIHjUalIw%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Moratórias (M/F) Lagoas Park;Heading Recursos Humanos Moçambique;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-de-morat%C3%B3rias-m-f-lagoas-park-at-heading-recursos-humanos-mo%C3%A7ambique-2718221621?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=OdhcA276S4nML1BxamRAdQ%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional;Ankix;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-at-ankix-2692311613?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=ovpO9oZBotGHVcKVgPke7A%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Risco de Crédito;Michael Page;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-de-risco-de-cr%C3%A9dito-at-michael-page-2718275528?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=3348fQpBE6GLBM1rAwO7Sw%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
Functional Analyst;Smart Consulting;Lisboa, Portugal;Há 4 horas;https://pt.linkedin.com/jobs/view/functional-analyst-at-smart-consulting-2477971383?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=7cz2uAqEctzIRq%2FokiWehw%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
Operador/Analista de Gestão de Acessos (m/f);Inoweiser;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/operador-analista-de-gest%C3%A3o-de-acessos-m-f-at-inoweiser-2713945416?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=btB2Ifw9gF8TpEEkOoukdg%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);Ankix;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-ankix-2692200758?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=be5O3HT%2Bds%2FPsrUTwPGWcg%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Marketing;Wondercom/Knowledgeworks;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-de-marketing-at-wondercom-knowledgeworks-2718456477?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=qNh%2F4xvLN8okOLvvSrYN8A%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);HCCM Consulting, S.A.;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-hccm-consulting-s-a-2718224231?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=KA0GvaI6GiYXhlmLtWJC7g%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
OpenSpring: Recuta Analista Funcional;OpenSpring Portugal;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/openspring-recuta-analista-funcional-at-openspring-portugal-2720947382?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=vuh0P6gwg%2BDmHuublYCg4Q%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional 2021-Nre-820;Axianspt;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-2021-nre-820-at-axianspt-2712561456?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=RFbzPRi97BNHU8y1l%2F0mQQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional Função Pública (M/F) Lisboa;Heading Recursos Humanos Moçambique;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-fun%C3%A7%C3%A3o-p%C3%BAblica-m-f-lisboa-at-heading-recursos-humanos-mo%C3%A7ambique-2718879480?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=mu3eCWsx%2BK3jmIeqWshMlg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Aplicacional - Dsvdatawarehouse;Axianspt;Lisboa, Lisboa, Portugal;Há 7 dias;https://pt.linkedin.com/jobs/view/analista-aplicacional-dsvdatawarehouse-at-axianspt-2717628430?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=WwFGkeAVWCC5F9hEUb6qaQ%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f) ? Carnaxide;Ankix;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-%3F-carnaxide-at-ankix-2723776464?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=vZHA%2F3hsjMdkfB6IipG0iA%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Teste Funcional Pleno;Blend Euro;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/analista-de-teste-funcional-pleno-at-blend-euro-2718920130?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=oNNDQqbhShdezyEpvWZz9g%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional;BOLD by Devoteam;Lisboa, Portugal;Há 5 meses;https://pt.linkedin.com/jobs/view/analista-funcional-at-bold-by-devoteam-1704670600?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=YJdni65Jd5CR3Z0qbK9R%2BQ%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional (Banca);Match Profiler;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-banca-at-match-profiler-2706966745?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=wii8ncYXNgUPJCCcxjcyzg%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/analista-funcional-at-bold-by-devoteam-1518261755?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=0iT3pcof7OZV3r7cpij7bQ%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
Functional Analyst;Smart Consulting;Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/functional-analyst-at-smart-consulting-2593012801?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=WC5gz3rpFJ7Ft0zohuy0ow%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista de Moratórias (M/F) Oeiras;Heading Recursos Humanos Moçambique;Lisboa, Lisboa, Portugal;Há 5 dias;https://pt.linkedin.com/jobs/view/analista-de-morat%C3%B3rias-m-f-oeiras-at-heading-recursos-humanos-mo%C3%A7ambique-2718216118?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=V3219c8GOxwowoPM43ZkKw%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
Functional Analyst (m/f);IT People Innovation;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/functional-analyst-m-f-at-it-people-innovation-2718418467?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=tEiiBYUi5YMktg4RTbhHSw%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Funcional BI (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-bi-m-f-at-askblue-2718229359?refId=WxTTZKSJ9ffXk%2BOUEmdaQA%3D%3D&trackingId=06P7c58Kx2%2BBqD71Ni259Q%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
Analista Financeiro Sénior (M/F);SERVDEBT GROUP;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-financeiro-s%C3%A9nior-m-f-at-servdebt-group-2716077565?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=JFoOyymHHBtbEQHLnjPSfw%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Analyst (m/f);BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/data-analyst-m-f-at-bold-by-devoteam-1518265957?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=ECtYIpxIt5b0sDUOfvgHcw%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
OpenSpring: Recuta Analista Funcional;OpenSpring Portugal;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/openspring-recuta-analista-funcional-at-openspring-portugal-2719802409?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=%2BPueUO58%2FN%2BreS6Oj2bhWQ%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista de Stocks - Retalho (m/f);Michael Page;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/analista-de-stocks-retalho-m-f-at-michael-page-2690112378?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=rBA31SdZVUnMj0aeniXayg%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
Functional Analyst (m/f);IT People Innovation;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/functional-analyst-m-f-at-it-people-innovation-2722437152?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=RSfp1pFAHJp%2BAqtxR2fNpQ%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista de Moratórias (M/F) Lagoas Park;Heading Recursos Humanos Moçambique;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-de-morat%C3%B3rias-m-f-lagoas-park-at-heading-recursos-humanos-mo%C3%A7ambique-2720945935?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=Pj9SoHJeKHBLF5vMfEkR2Q%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
OpenSpring: Recuta Analista Funcional;OpenSpring Portugal;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/openspring-recuta-analista-funcional-at-openspring-portugal-2722427074?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=44CVGO%2B0oAGf%2FSF0E65OJw%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
Business Analyst (A) [966];Axians Portugal;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/business-analyst-a-966-at-axians-portugal-2722890790?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=wlY6FA66XW3WHtA5XWrgZA%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f) ? Carnaxide;Ankix;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-%3F-carnaxide-at-ankix-2718260955?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=GWgfeTaCYjKHOJltMcx6mA%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Programador – Tester;Irium;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-programador-%E2%80%93-tester-at-irium-2682759343?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=xJr3iNquPmFnJBhBkIqypg%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
Agile Business Analyst;BABEL;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/agile-business-analyst-at-babel-2717500028?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=ZotWoJLB9%2BtBtr3Nl69uqw%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Funcional (M/F) - Setor Público & Banca - Lisboa;Capgemini Engineering;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-setor-p%C3%BAblico-banca-lisboa-at-capgemini-engineering-2701055110?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=tcS9rDqX%2FAAvt2J6Urveaw%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Scientist;Axians Portugal;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/data-scientist-at-axians-portugal-2722896075?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=esFcIY2Z3zlNkI%2F0mGLmlw%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
Functional Analyst;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/functional-analyst-at-bold-by-devoteam-1766880627?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=sZb6YYOR2m6hcMLcIWX7Og%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Orgânico (m/f);Match Profiler;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-org%C3%A2nico-m-f-at-match-profiler-2719669041?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=xpetaKuPpxczxBU7wTTw2Q%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Aplicacional - Desenvolvimento (m/f);Mind Source;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-aplicacional-desenvolvimento-m-f-at-mind-source-2688530843?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=CkpgmLbOm0KGbsJhbOkNKQ%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista de Sistemas de Informação_Fundos Comunitários;EGOR;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/analista-de-sistemas-de-informa%C3%A7%C3%A3o-fundos-comunit%C3%A1rios-at-egor-2722895276?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=Qza4nvJ8bn5CMWtILMhnuA%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
Functional Analyst;BOLD by Devoteam;Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/functional-analyst-at-bold-by-devoteam-2715403042?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=J5xfQqa8jHNx%2FSTFCDlShg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
Functional Analyst;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/functional-analyst-at-bold-by-devoteam-1150644287?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=PXXMVcqhFD9GE1m4OQN4HQ%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-%3F-lisboa-at-ankix-2720963544?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=iwXRc%2FGxkL32PBmKZZ8nvQ%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Funcional BI (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/analista-funcional-bi-m-f-at-askblue-2722437169?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=WlJ09bkP0Hs9WYm4zNy6gg%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Funcional Seguros (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-seguros-m-f-%3F-lisboa-at-ankix-2718810426?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=4aof7ZfHkbsIlaCRcp6hSQ%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
Machine Learning;BOLD by Devoteam;Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/machine-learning-at-bold-by-devoteam-2693491785?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=CYvsq7YJ7%2BgxDjUFRRNCvA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista Funcional na área Energy & Utilities (m/f);HCCM Consulting, S.A.;Lisboa, Lisboa, Portugal;Há 1 dia;https://pt.linkedin.com/jobs/view/analista-funcional-na-%C3%A1rea-energy-utilities-m-f-at-hccm-consulting-s-a-2722399577?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=G%2FX70SxnYeA%2Bumve4h%2FnVg%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista de Crédito (setor bancário e financeiro);EGOR;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-de-cr%C3%A9dito-setor-banc%C3%A1rio-e-financeiro-at-egor-2690730765?refId=JZxn8gGXV9bsT35R%2B5f8mg%3D%3D&trackingId=jOfHlmablFKpMVHxu0Mv4Q%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Analista de crédito (M/F) Carnaxide;KPSG SA;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-analista-de-cr%C3%A9dito-m-f-carnaxide-at-kpsg-sa-2709324064?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=Ep5W5ay9OG8zRxgs142isw%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst (M/F);Askblue;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/business-analyst-m-f-at-askblue-2704569648?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=uWTnDJeAslZjxE0kaERWEA%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
Analista Funcional c/QA;Ankix;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-c-qa-at-ankix-2685353441?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=DlCpWVcaLkYsgrQPY8U8WQ%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
Oferta de trabalho Analista de Stocks - Automóvel - MALVEIRA;RHmais;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/oferta-de-trabalho-analista-de-stocks-autom%C3%B3vel-malveira-at-rhmais-2718836433?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=kwcTYtDeHUd3dUPGufEVlg%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
anúncio de trabalho: Analista de Stocks - Setor Automóvel - MALVEIRA;RHmais;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-trabalho-analista-de-stocks-setor-autom%C3%B3vel-malveira-at-rhmais-2718833724?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=jL9%2FiHTJ%2FpArkjncejK23g%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Consultor - Licenciados;e-sycare, SA;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-de-emprego-consultor-licenciados-at-e-sycare-sa-2717805349?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=lhWVekahpEvqkcp6ZnoOpQ%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
Analista de Sistemas (M/F) - Taguspark;Get The Job;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/analista-de-sistemas-m-f-taguspark-at-get-the-job-2723771991?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=OWgnOffOsSLfv%2Bw1VoiNsw%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
Functional Analyst (m/f);Smart Consulting;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/functional-analyst-m-f-at-smart-consulting-2709066377?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=o8HAgFOz69h1MgwKQHrABw%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Analista Funcional BI (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-analista-funcional-bi-m-f-at-askblue-2711940250?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=CCDoINJ%2FfF%2B16OFcg4siNg%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/business-analyst-m-f-%3F-lisboa-at-ankix-2718415770?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=O9V6EW4h1sjsLp6bFMUzwA%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
Analista Funcional Sénior (m/f);Bee Engineering ICT;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-s%C3%A9nior-m-f-at-bee-engineering-ict-2709066306?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=ulKM3U0ouTXOmGS22C9v%2Fw%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Analyst (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/business-analyst-m-f-%3F-lisboa-at-ankix-2722431892?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=9UHHUqikbhvEy1u10ZC%2Bqw%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
Analista de Sistemas (M/F) - Taguspark;Get The Job;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/analista-de-sistemas-m-f-taguspark-at-get-the-job-2723776445?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=U13k3eaEFq7gZSnFziINcw%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Analista Funcional - Telco (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-analista-funcional-telco-m-f-at-boost-it-2695503133?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=0v0AtB1LKW39KTShqZpbHg%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
Analista/Developer (TIBCO);Axians Portugal;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-developer-tibco-at-axians-portugal-2714931734?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=%2FwFFI0yVH%2BmmBLSU6lKf%2Bg%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f) ? Porto Salvo;Ankix;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-%3F-porto-salvo-at-ankix-2718457392?refId=QLBJ1wTEem3315svhl617g%3D%3D&trackingId=JZOSBd9hafUielqaW77jVw%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
